City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Rawson,AR,-43.3,-65.1,41.77,57,46,11.34,scattered clouds
342,Myitkyina,MM,25.38,97.4,84.07,83,93,0.89,moderate rain
343,Narsipatnam,IN,17.67,82.62,86.0,79,75,11.41,mist
344,Marsaxlokk,MT,35.84,14.54,77.0,88,40,5.82,scattered clouds
345,Shadrinsk,RU,56.09,63.63,71.87,67,45,4.65,scattered clouds
346,Hammerfest,NO,70.66,23.68,44.6,93,40,12.75,scattered clouds
347,Hobyo,SO,5.35,48.53,77.97,77,85,20.31,overcast clouds
348,Goderich,CA,43.75,-81.72,70.0,86,100,17.09,moderate rain
349,Alexandria,EG,31.22,29.96,78.8,83,40,9.17,scattered clouds
350,Ust-Maya,RU,60.42,134.53,67.93,28,0,3.91,clear sky
351,Constantine,DZ,36.37,6.61,73.4,38,0,2.24,clear sky
352,Sakakah,SA,29.97,40.21,80.6,14,0,10.29,clear sky
353,Jiamusi,CN,46.83,130.35,57.9,93,100,13.91,light rain
354,Lagos,NG,6.58,3.75,77.0,88,20,4.7,few clouds
355,Kiama,AU,-34.68,150.87,72.0,52,0,10.0,clear sky
356,Khawhai,IN,23.37,93.12,74.61,74,96,2.55,overcast clouds
357,San Andres,CO,12.58,-81.7,80.6,94,75,4.7,broken clouds
358,Balkhash,KZ,46.84,74.98,66.2,52,0,15.66,clear sky
359,Sept-Iles,CA,50.2,-66.38,50.0,76,20,5.82,few clouds
360,Zhigansk,RU,66.77,123.37,62.51,47,92,9.31,overcast clouds
361,Saint-Pierre,RE,-21.34,55.48,68.0,72,12,5.82,few clouds
362,Mantua,IT,45.17,10.78,72.0,90,36,1.99,scattered clouds
363,Bosaso,SO,11.28,49.18,92.5,39,99,19.28,overcast clouds
364,Mopipi,BW,-21.18,24.88,64.71,29,60,5.91,broken clouds
365,Bonavista,CA,48.65,-53.11,55.0,81,88,10.0,overcast clouds
366,Halifax,CA,44.65,-63.57,60.01,65,1,7.43,clear sky
367,Jacqueville,CI,5.21,-4.41,77.0,94,20,4.7,few clouds
368,Vagur,FO,61.47,-6.81,50.49,72,99,8.05,overcast clouds
369,Sao Filipe,CV,14.9,-24.5,80.26,81,89,2.42,light rain
370,Ribeira Grande,PT,38.52,-28.7,74.68,93,17,10.2,light rain
371,Santa Maria Del Oro,MX,25.93,-105.37,71.92,58,42,3.02,scattered clouds
372,Pochutla,MX,15.74,-96.47,75.99,95,100,2.73,overcast clouds
373,Tulum,MX,20.22,-87.47,82.0,69,40,5.01,scattered clouds
374,Ushibuka,JP,32.19,130.02,85.33,65,0,8.05,clear sky
375,Huambo,AO,-12.78,15.74,52.88,83,0,1.45,clear sky
376,Alice Springs,AU,-23.7,133.88,78.8,10,0,8.05,clear sky
377,Meulaboh,ID,4.14,96.13,85.24,64,66,3.71,broken clouds
378,Westport,US,41.14,-73.36,75.2,88,1,4.7,clear sky
379,Vila Franca Do Campo,PT,37.72,-25.43,73.4,94,40,11.41,scattered clouds
380,Ecoporanga,BR,-18.37,-40.83,65.21,94,26,2.51,scattered clouds
381,Whyalla,AU,-33.03,137.58,75.2,22,0,25.28,clear sky
382,Takanabe,JP,32.13,131.5,87.8,74,40,10.29,scattered clouds
383,Lieksa,FI,63.32,30.02,47.71,89,8,5.01,clear sky
384,Fasa,IR,28.94,53.65,73.4,56,39,4.7,scattered clouds
385,Fevik,NO,58.38,8.68,55.99,93,99,12.75,moderate rain
386,Araouane,ML,18.9,-3.53,87.15,49,100,21.07,overcast clouds
387,Juneau,US,58.3,-134.42,53.6,81,90,11.41,overcast clouds
388,Santa Maria,BR,-29.68,-53.81,62.6,100,90,6.93,fog
389,Uray,RU,60.12,64.78,62.22,62,22,2.98,few clouds
390,Flinders,AU,-34.58,150.86,72.0,44,0,4.0,clear sky
391,Faanui,PF,-16.48,-151.75,76.51,80,18,19.33,few clouds
392,Suclayin,PH,15.76,121.55,93.25,49,100,2.93,moderate rain
393,Lompoc,US,34.64,-120.46,59.0,87,90,5.82,overcast clouds
394,Kitgum,UG,3.28,32.89,63.9,96,19,3.02,few clouds
395,Srednekolymsk,RU,67.45,153.68,47.71,70,99,4.68,light rain
396,Rach Gia,VN,10.02,105.08,87.55,67,12,12.88,few clouds
397,Murmashi,RU,68.82,32.81,44.6,87,28,4.47,scattered clouds
398,San Jeronimo,PE,-11.95,-75.28,49.1,66,1,0.96,clear sky
399,Trelew,AR,-43.25,-65.31,40.01,60,41,13.53,scattered clouds
400,Yeppoon,AU,-23.13,150.73,75.2,41,75,12.75,broken clouds
401,Serebryanyy Bor,RU,56.8,124.8,61.88,45,100,11.52,overcast clouds
402,Cockburn Town,TC,21.46,-71.14,82.67,79,0,16.64,clear sky
403,Weihai,CN,37.5,122.11,80.01,91,15,7.74,few clouds
404,Valparaiso,CL,-33.04,-71.63,52.0,71,79,6.06,broken clouds
405,Namibe,AO,-15.2,12.15,58.46,84,87,6.73,overcast clouds
406,Mlonggo,ID,-6.53,110.7,86.0,62,20,9.17,few clouds
407,Athabasca,CA,54.72,-113.29,57.9,77,94,6.82,overcast clouds
408,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,74.32,88,80,6.71,light rain
409,Geraldton,AU,-28.77,114.6,64.4,55,75,13.87,broken clouds
410,Kalmunai,LK,7.42,81.82,83.95,67,21,3.38,few clouds
411,Tucuman,AR,-26.82,-65.22,55.4,71,8,3.44,smoke
412,Noyabrsk,RU,63.2,75.45,60.51,83,76,1.52,broken clouds
413,Visnes,NO,59.36,5.22,59.0,67,81,5.82,broken clouds
414,Mountain Home,US,43.13,-115.69,80.6,24,1,8.05,clear sky
415,Esso,RU,55.93,158.7,49.55,59,99,3.71,overcast clouds
416,Quatre Cocos,MU,-20.21,57.76,71.6,78,75,10.29,shower rain
417,Sibolga,ID,1.74,98.78,85.28,61,99,2.84,overcast clouds
418,Arman,RU,59.7,150.17,56.48,48,75,16.42,broken clouds
419,Humberto De Campos,BR,-2.6,-43.46,77.05,82,12,8.05,few clouds
420,Mount Gambier,AU,-37.83,140.77,69.8,46,0,18.34,clear sky
421,Talcahuano,CL,-36.72,-73.12,46.4,87,40,5.82,scattered clouds
422,Umtata,ZA,-31.59,28.78,44.6,87,39,1.12,scattered clouds
423,Tuxpan,MX,19.55,-103.4,69.8,83,90,3.27,light intensity drizzle
424,Airai,TL,-8.93,125.41,74.35,45,59,6.93,broken clouds
425,Kutum,SD,14.2,24.67,70.99,80,100,11.9,light rain
426,Nago,JP,26.59,127.98,89.6,70,40,13.87,scattered clouds
427,Acapulco,MX,16.86,-99.89,82.4,78,90,8.05,overcast clouds
428,Vila Velha,BR,-20.33,-40.29,68.0,94,40,8.95,scattered clouds
429,Kaifeng,CN,34.79,114.35,87.8,52,0,4.47,clear sky
430,Hailar,CN,49.2,119.7,51.96,91,100,9.48,overcast clouds
431,Dungarvan,IE,52.09,-7.63,48.99,89,1,3.0,clear sky
432,Mackay,AU,-21.15,149.2,75.2,53,40,26.4,scattered clouds
433,Carauari,BR,-4.88,-66.9,73.09,97,99,0.92,overcast clouds
434,Matay,EG,28.42,30.78,72.63,78,0,9.89,clear sky
435,Muros,ES,42.78,-9.06,55.99,94,12,3.0,few clouds
436,Mbekenyera,TZ,-10.0,38.98,69.94,86,95,1.61,overcast clouds
437,Falmouth,GB,50.15,-5.07,55.4,82,28,11.41,scattered clouds
438,Omidiyeh,IR,30.76,49.7,78.8,29,0,9.17,clear sky
439,Ciudad Valles,MX,21.98,-99.02,78.15,92,40,2.95,scattered clouds
440,Talnakh,RU,69.49,88.4,53.6,87,40,2.24,scattered clouds
441,Port Lincoln,AU,-34.73,135.87,68.05,43,0,23.33,clear sky
442,Ugoofaaru,MV,5.67,73.0,83.57,67,0,7.63,clear sky
443,La Ciotat,FR,43.17,5.6,73.0,62,100,1.01,overcast clouds
444,Vinukonda,IN,16.05,79.75,85.93,64,100,7.02,overcast clouds
445,Kuytun,RU,54.34,101.5,62.58,75,94,4.7,light rain
446,Santa Marta,CO,11.24,-74.2,80.01,88,1,8.39,clear sky
447,Mutoko,ZW,-17.4,32.23,57.22,75,0,2.59,clear sky
448,Saint-Ambroise,CA,48.55,-71.33,48.0,93,75,2.24,broken clouds
449,Vila Do Maio,CV,15.13,-23.22,78.8,88,40,3.36,scattered clouds
450,Oksfjord,NO,70.24,22.35,39.99,93,95,8.05,overcast clouds
451,Whittlesea,ZA,-32.18,26.82,35.69,78,1,4.56,clear sky
452,Gornopravdinsk,RU,60.05,69.9,60.84,68,0,5.53,clear sky
453,Portree,GB,57.41,-6.19,48.99,80,44,11.99,scattered clouds
454,Muisne,EC,0.6,-80.03,74.1,85,98,6.04,overcast clouds
455,Zeltweg,AT,47.18,14.75,62.6,93,20,3.36,thunderstorm with light rain
456,Banfora,BF,10.63,-4.77,71.1,95,100,4.99,overcast clouds
457,Ravar,IR,31.27,56.81,80.15,14,0,5.7,clear sky
458,San Francisco Del Mar,MX,16.23,-94.65,81.63,77,100,7.54,overcast clouds
459,Kaniama,CD,-7.57,24.18,68.27,84,46,1.52,moderate rain
460,Girvan,GB,55.24,-4.86,46.0,82,32,4.0,scattered clouds
461,Comodoro Rivadavia,AR,-45.87,-67.5,37.4,47,9,12.75,clear sky
462,Bani,DO,18.28,-70.33,84.0,82,19,3.0,few clouds
463,Arsenyev,RU,44.16,133.27,66.6,94,100,8.19,moderate rain
464,Coquimbo,CL,-29.95,-71.34,46.4,87,0,6.93,clear sky
465,El Tigre,VE,8.89,-64.25,75.31,87,0,6.31,clear sky
466,Ligayan,PH,4.65,119.47,84.72,70,27,8.08,scattered clouds
467,Mizque,BO,-17.94,-65.34,62.08,61,0,2.42,clear sky
468,Ayaviri,PE,-14.89,-70.59,44.35,59,22,2.64,few clouds
469,Bathsheba,BB,13.22,-59.52,82.4,74,40,18.34,scattered clouds
470,Zacualpan,MX,21.25,-105.17,82.4,74,90,2.24,overcast clouds
471,Ilulissat,GL,69.22,-51.1,46.4,45,87,5.82,overcast clouds
472,Tupik,RU,54.43,119.93,60.75,53,100,4.25,overcast clouds
473,Pemberton,CA,50.32,-122.8,62.87,60,55,5.28,broken clouds
474,Kloulklubed,PW,7.04,134.26,87.8,70,75,9.17,shower rain
475,Ahipara,NZ,-35.17,173.17,61.12,66,16,8.08,few clouds
476,Lom Sak,TH,16.78,101.24,86.0,79,40,2.24,scattered clouds
477,Port Macquarie,AU,-31.43,152.92,73.99,30,0,1.99,clear sky
478,Nanortalik,GL,60.14,-45.24,49.15,74,85,13.15,overcast clouds
479,Iqaluit,CA,63.75,-68.51,50.0,61,75,4.7,broken clouds
480,Tuatapere,NZ,-46.13,167.68,52.12,74,87,12.15,overcast clouds
481,Port Blair,IN,11.67,92.75,85.75,66,96,7.74,overcast clouds
482,Port Hedland,AU,-20.32,118.57,98.6,7,0,16.11,clear sky
483,Rafsanjan,IR,30.41,55.99,73.94,17,0,5.73,clear sky
484,Skibbereen,IE,51.55,-9.27,50.0,81,40,13.87,scattered clouds
485,Hachinohe,JP,40.5,141.5,87.8,62,75,6.93,broken clouds
486,Bijie,CN,27.31,105.29,77.83,66,10,9.75,clear sky
487,Thunder Bay,CA,48.4,-89.32,60.8,93,90,5.82,light intensity shower rain
488,Sibu,MY,2.3,111.82,82.4,78,40,3.36,scattered clouds
489,The Pas,CA,53.83,-101.25,62.6,72,75,5.82,broken clouds
490,Gaoual,GN,11.75,-13.2,72.68,94,92,2.04,light rain
491,Muravlenko,RU,63.79,74.52,60.51,84,92,1.3,overcast clouds
492,Abu Zabad,SD,12.35,29.25,73.9,82,87,5.84,light rain
493,Guapore,BR,-28.85,-51.89,69.01,62,51,2.62,broken clouds
494,Tommot,RU,58.96,126.29,67.28,41,75,6.64,broken clouds
495,Charters Towers,AU,-20.1,146.27,79.12,31,0,17.69,clear sky
496,Petukhovo,RU,55.07,67.9,68.61,72,61,5.66,broken clouds
497,Tijucas,BR,-27.24,-48.63,62.01,100,75,3.76,broken clouds
498,Karasburg,NA,-28.02,18.75,40.14,94,35,12.19,scattered clouds
499,Ancud,CL,-41.87,-73.82,36.0,96,4,5.01,clear sky
500,Vestmannaeyjar,IS,63.44,-20.27,51.96,86,100,15.3,overcast clouds
501,Gorontalo,ID,0.54,123.06,87.84,51,72,9.48,broken clouds
502,Neiafu,TO,-18.65,-173.98,80.6,65,40,14.99,scattered clouds
503,Jaciara,BR,-15.97,-54.97,68.77,24,0,3.33,clear sky
504,Mutis,CO,6.23,-77.4,77.72,82,96,4.92,light rain
505,Cantagallo,CO,7.38,-73.92,74.71,94,44,1.16,scattered clouds
506,Flin Flon,CA,54.77,-101.86,54.19,89,60,3.91,broken clouds
507,Pitimbu,BR,-7.47,-34.81,73.4,100,40,4.7,scattered clouds
508,Diapaga,BF,12.07,1.79,71.74,95,57,6.04,broken clouds
509,Fairbanks,US,64.84,-147.72,57.99,76,75,5.82,moderate rain
510,Pozo Colorado,PY,-23.49,-58.8,78.39,43,0,7.05,clear sky
511,San Quintin,MX,30.48,-115.95,71.53,73,1,10.18,clear sky
512,Bandundu,CD,-3.32,17.37,73.53,85,72,4.29,broken clouds
513,Puerto Carreno,CO,6.19,-67.49,77.32,90,14,4.38,few clouds
514,Statesboro,US,32.45,-81.78,84.2,74,1,8.05,clear sky
515,Siirt,TR,37.93,41.94,77.18,25,0,1.43,clear sky
516,Coihaique,CL,-45.58,-72.07,32.0,94,33,2.24,scattered clouds
517,Devils Lake,US,48.11,-98.87,55.4,82,1,8.05,clear sky
518,Wadi Maliz,TN,36.47,8.55,82.4,34,20,4.7,few clouds
519,Ikauna,IN,27.55,81.97,86.76,69,3,18.19,clear sky
520,Itarema,BR,-2.92,-39.92,77.7,83,9,16.08,clear sky
521,Haines Junction,CA,60.75,-137.51,46.96,84,100,2.55,light rain
522,Baherden,TM,38.44,57.43,81.41,17,0,1.48,clear sky
523,Laem Sing,TH,12.48,102.07,90.0,74,20,6.93,few clouds
524,Khandyga,RU,62.67,135.6,66.16,30,0,1.3,clear sky
525,Ostrovnoy,RU,68.05,39.51,45.82,70,79,11.14,broken clouds
526,San Angelo,US,31.46,-100.44,91.4,29,1,6.93,clear sky
527,Robertsport,LR,6.75,-11.37,75.88,87,93,13.38,light rain
528,Chapais,CA,49.78,-74.85,50.0,81,1,6.93,clear sky
529,Viedma,AR,-40.81,-63.0,45.0,65,100,7.0,overcast clouds
530,Abu Samrah,SY,35.3,37.18,75.52,61,0,2.53,clear sky
531,Hwange,ZW,-18.37,26.5,60.44,50,0,0.63,clear sky
532,Bagdarin,RU,54.43,113.6,58.98,61,95,5.82,overcast clouds
533,Lavrentiya,RU,65.58,-171.0,49.69,78,83,2.04,broken clouds
534,Dalbandin,PK,28.89,64.41,85.62,14,0,1.72,clear sky
535,Mineiros,BR,-17.57,-52.55,68.02,26,0,4.29,clear sky
536,Bac Lieu,VN,9.29,105.72,88.39,64,81,9.15,broken clouds
537,Micheweni,TZ,-4.97,39.83,74.16,81,5,8.46,clear sky
538,Puerto Lopez,CO,4.08,-72.96,74.68,88,78,3.44,broken clouds
539,Cadillac,US,44.25,-85.4,69.8,94,90,6.93,light rain
540,Laguna,US,38.42,-121.42,81.0,47,1,8.05,smoke
541,Beni,CD,0.5,29.47,60.6,100,2,1.36,clear sky
542,Manono,CD,-7.3,27.42,71.96,75,51,0.56,broken clouds
543,Hato Mayor,DO,18.76,-69.26,82.4,94,40,3.85,scattered clouds
544,Brae,GB,60.4,-1.35,48.2,87,62,11.41,broken clouds
545,Gidole,ET,5.65,37.37,58.87,81,89,4.05,overcast clouds
546,Pyaozerskiy,RU,65.83,31.17,48.29,79,100,5.55,overcast clouds
547,Dunedin,NZ,-45.87,170.5,56.03,51,50,14.97,scattered clouds
548,Taoudenni,ML,22.68,-3.98,93.81,10,0,11.14,clear sky
549,Sorland,NO,67.67,12.69,48.76,60,96,3.98,overcast clouds
550,Ulaanbaatar,MN,47.91,106.88,62.6,63,20,2.24,few clouds
551,Winnemucca,US,40.97,-117.74,75.2,23,20,6.93,few clouds
552,Kapit,MY,2.02,112.93,84.74,82,83,1.21,broken clouds
553,Teguldet,RU,57.31,88.17,61.75,65,0,4.38,clear sky
554,Byron Bay,AU,-28.65,153.62,70.0,52,9,12.75,clear sky
555,Izazi,TZ,-7.2,35.73,57.2,76,5,5.82,clear sky
556,Old Shinyanga,TZ,-3.55,33.4,62.96,71,52,7.85,broken clouds
557,Atbasar,KZ,51.8,68.33,73.42,43,7,6.93,clear sky
558,Inta,RU,66.03,60.17,48.56,77,22,7.49,few clouds
559,Nurota,UZ,40.56,65.69,69.8,52,0,6.93,clear sky
560,Svobodnyy,RU,51.4,128.13,68.76,50,32,11.03,scattered clouds
561,La Ronge,CA,55.1,-105.28,50.0,93,20,3.4,few clouds
562,Atambua,ID,-9.11,124.89,85.73,38,64,4.43,broken clouds
563,Kipushi,CD,-11.77,27.23,64.17,50,66,4.5,broken clouds
564,Cabo San Lucas,MX,22.89,-109.91,79.0,90,94,3.0,overcast clouds
565,Veinticinco De Mayo,AR,-35.43,-60.17,50.0,99,99,1.77,overcast clouds
566,Dakar,SN,14.69,-17.44,82.4,83,75,6.93,broken clouds
567,Bardiyah,LY,31.76,25.09,72.21,79,0,3.94,clear sky
568,Ossora,RU,59.24,163.07,54.66,63,22,13.44,few clouds
569,Shimoda,JP,34.67,138.95,89.6,75,20,12.75,few clouds
570,Biryusinsk,RU,55.96,97.82,64.9,67,99,4.43,overcast clouds
571,Ballina,AU,-28.87,153.57,69.01,52,7,12.75,clear sky
572,Buraydah,SA,26.33,43.98,78.8,34,35,6.93,scattered clouds
573,Kungurtug,RU,50.6,97.52,53.64,76,100,0.81,overcast clouds
574,Vysokogornyy,RU,50.12,139.15,61.2,45,100,5.84,overcast clouds
575,Warrington,GB,53.39,-2.58,51.8,76,76,11.41,broken clouds
576,Smithers,CA,54.78,-127.17,53.6,62,20,2.24,few clouds
577,Rio Grande,BR,-32.03,-52.1,61.0,98,21,10.38,light rain
578,Dharchula,IN,29.85,80.53,73.62,71,77,2.33,broken clouds
579,Awbari,LY,26.59,12.78,78.15,32,0,8.88,clear sky
580,Ponta Delgada,PT,37.73,-25.67,73.4,94,40,11.41,scattered clouds
581,Walvis Bay,NA,-22.96,14.51,46.0,75,3,2.24,clear sky
582,Slobozia,MD,46.73,29.71,53.6,87,94,1.12,overcast clouds
583,Pihuamo,MX,19.25,-103.38,69.8,83,90,3.04,fog
584,Quelimane,MZ,-17.88,36.89,71.6,88,0,4.7,clear sky
585,Ikalamavony,MG,-21.15,46.58,62.47,71,38,5.5,scattered clouds
586,Markapur,IN,15.73,79.28,85.73,60,100,8.28,overcast clouds
587,Garowe,SO,8.41,48.48,76.51,58,55,24.14,broken clouds
588,Cabedelo,BR,-6.98,-34.83,73.4,100,40,4.7,scattered clouds
589,Princeton,US,25.54,-80.41,84.2,88,1,5.06,clear sky
590,La Asuncion,VE,11.03,-63.86,84.2,74,15,9.17,few clouds
591,Fort Nelson,CA,58.81,-122.7,53.6,87,75,5.82,shower rain
592,Shelburne,CA,44.08,-80.2,62.6,88,90,4.7,heavy intensity rain
593,Conde,BR,-7.26,-34.91,73.4,100,40,4.7,scattered clouds
594,Morondava,MG,-20.28,44.28,73.69,82,5,3.36,clear sky
595,Saint-Georges,GD,12.06,-61.75,82.4,78,20,17.22,few clouds
596,Avera,US,33.19,-82.53,78.8,100,1,9.17,clear sky
597,Luwuk,ID,-0.95,122.79,85.19,58,57,10.67,broken clouds
598,Metu,ET,8.3,35.58,58.41,99,100,1.25,moderate rain
599,Giyani,ZA,-23.3,30.72,66.09,41,0,0.56,clear sky
600,Oranjestad,AW,12.52,-70.03,84.2,79,20,14.99,few clouds
601,Caruray,PH,10.31,119.01,85.23,73,95,6.15,moderate rain
602,Tilichiki,RU,60.47,166.1,50.25,71,99,13.22,overcast clouds
603,Kuusamo,FI,65.97,29.18,44.6,87,99,5.82,overcast clouds
604,Praia Da Vitoria,PT,38.73,-27.07,77.0,78,40,6.15,scattered clouds
605,Kupang,ID,-10.17,123.58,91.4,41,20,21.92,few clouds
606,Manavalakurichi,IN,8.13,77.3,86.0,70,20,6.93,few clouds
607,Ulagan,RU,50.63,87.96,47.32,79,100,1.21,light rain
608,Ippy,CF,6.27,21.22,68.0,98,100,4.23,overcast clouds
609,Sabha,LY,27.04,14.43,79.59,33,0,11.1,clear sky
610,Lyaskelya,RU,61.77,31.02,47.08,92,48,4.76,scattered clouds
611,Ndjole,GA,-0.18,10.76,72.82,92,100,1.54,overcast clouds
612,Paraiso,CR,9.84,-83.87,69.8,100,100,8.05,overcast clouds
613,Caceres,ES,39.52,-6.37,61.0,50,16,5.99,few clouds
614,Ardakan,IR,32.31,54.02,71.6,17,0,4.7,clear sky
615,Yar-Sale,RU,66.83,70.83,48.07,86,100,18.41,light rain
616,Gorahun,SL,7.47,-11.24,70.92,99,100,2.39,light rain
617,Igurusi,TZ,-8.85,33.85,57.04,65,62,2.48,broken clouds
618,Matadi,CD,-5.82,13.45,73.62,79,100,3.69,overcast clouds
619,Gharo,PK,24.74,67.59,84.2,83,51,5.82,smoke
620,Champerico,GT,14.3,-91.92,68.0,96,100,1.72,overcast clouds
621,Iranshahr,IR,27.2,60.68,86.0,15,4,6.46,clear sky
622,Assomada,CV,15.1,-23.68,78.8,88,40,3.36,scattered clouds
623,Urumqi,CN,43.8,87.6,75.99,40,0,2.24,clear sky
624,Concepcion Del Uruguay,AR,-32.48,-58.24,61.0,97,96,1.99,overcast clouds
625,Marsh Harbour,BS,26.54,-77.06,84.16,73,100,8.12,overcast clouds
626,Labytnangi,RU,66.66,66.42,54.14,68,61,5.19,broken clouds
627,Yarada,IN,17.65,83.27,86.0,79,75,11.41,mist
628,Hukay,PH,13.85,120.7,84.72,74,100,12.95,overcast clouds
629,Voyskovitsy,RU,59.53,29.96,55.0,93,20,2.82,few clouds
630,Kreminna,UA,49.05,38.22,60.4,79,0,6.04,clear sky
631,Kodinsk,RU,58.69,99.18,63.36,70,93,3.53,overcast clouds
632,Canberra,AU,-35.28,149.13,64.0,42,0,9.17,clear sky
633,Victor Harbor,AU,-35.57,138.62,73.99,34,0,5.01,clear sky
634,Shreveport,US,32.53,-93.75,82.4,78,1,9.17,clear sky
635,Concordia,AR,-31.39,-58.02,63.0,93,85,4.29,overcast clouds
636,Alihe,CN,50.57,123.72,57.61,77,100,7.54,moderate rain
637,Alto Piquiri,BR,-24.03,-53.44,65.01,73,0,7.65,clear sky
638,Sao Raimundo Nonato,BR,-9.02,-42.7,69.78,50,1,4.45,light rain
639,Souris,CA,49.62,-100.26,55.0,87,20,6.93,few clouds
640,Aksha,RU,50.28,113.29,53.55,90,100,5.46,overcast clouds
641,Crotone,IT,39.09,17.12,76.75,68,0,10.22,clear sky
642,Batagay,RU,67.63,134.63,62.94,30,14,1.36,few clouds
643,Chimbote,PE,-9.09,-78.58,61.32,85,77,8.1,broken clouds
644,Shingu,JP,33.73,135.98,87.8,74,40,8.05,scattered clouds
645,Bundaberg,AU,-24.85,152.35,75.99,43,11,19.46,few clouds
646,Kieta,PG,-6.22,155.63,84.04,68,11,4.45,light rain
647,San Luis,AR,-33.3,-66.34,54.9,40,60,4.41,broken clouds
648,Vargashi,RU,55.36,65.85,72.77,64,25,6.82,scattered clouds
649,Bossangoa,CF,6.49,17.46,69.44,96,100,5.01,overcast clouds
650,Wajid,SO,3.81,43.25,73.29,75,1,16.58,clear sky
651,Shwebo,MM,22.57,95.7,87.44,66,87,8.97,overcast clouds
652,Bansi,IN,27.18,82.93,86.34,71,1,16.73,clear sky
653,Maltahohe,NA,-24.83,16.98,32.54,94,0,8.03,clear sky
654,Beipiao,CN,41.79,120.78,76.32,63,14,3.91,few clouds
655,Tacuarembo,UY,-31.73,-55.98,60.94,98,48,3.56,scattered clouds
656,Klyuchi,RU,52.27,79.17,65.77,54,6,1.88,clear sky
657,Prenzlau,DE,53.32,13.87,60.01,86,79,6.06,broken clouds
658,Adamas,GR,36.73,24.43,69.8,60,0,4.7,clear sky
659,Ndioum,SN,16.51,-14.65,84.2,79,13,13.02,few clouds
660,Sechura,PE,-5.56,-80.82,63.01,81,20,14.07,few clouds
661,Shitanjing,CN,39.23,106.34,59.49,66,100,15.35,light rain
662,Key Biscayne,US,25.69,-80.16,84.99,79,40,4.7,scattered clouds
663,Korla,CN,41.76,86.15,75.0,92,47,1.01,scattered clouds
664,Kavaratti,IN,10.57,72.64,80.6,83,75,5.82,broken clouds
665,Savannah Bight,HN,16.45,-85.85,84.74,78,18,26.02,few clouds
666,Ngaoundere,CM,7.32,13.58,62.78,97,100,2.1,overcast clouds
667,Nova Borova,UA,50.69,28.63,53.08,91,34,6.13,scattered clouds
668,Tonota,BW,-21.48,27.48,61.84,33,1,5.61,clear sky
669,Codrington,AU,-38.27,141.97,62.42,66,0,18.37,clear sky
670,Mossendjo,CG,-2.95,12.73,69.93,94,100,2.24,light rain
671,Balkanabat,TM,39.51,54.37,86.38,15,0,7.72,clear sky
672,Saurimo,AO,-9.66,20.39,67.46,74,83,2.15,broken clouds
673,Marsa Matruh,EG,31.35,27.25,77.0,73,0,5.57,clear sky
674,Keti Bandar,PK,24.14,67.45,83.73,82,100,14.61,overcast clouds
675,North Myrtle Beach,US,33.82,-78.68,84.2,89,75,13.87,broken clouds
676,Vallenar,CL,-28.57,-70.76,52.56,47,32,1.34,scattered clouds
677,La Joya,MX,18.67,-99.47,71.01,92,80,3.6,broken clouds
678,Valenca Do Piaui,BR,-6.41,-41.75,75.74,41,1,6.58,clear sky
679,Svetlogorsk,BY,52.63,29.73,53.53,96,0,3.87,clear sky
680,Mafinga,TZ,-7.25,35.07,59.88,77,70,1.72,broken clouds
681,Dongsheng,CN,39.82,109.98,73.99,57,100,11.03,moderate rain
682,Enshi,CN,30.3,109.48,87.75,58,0,1.34,clear sky
