City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Diu,IN,2020-08-25 04:48:00,20.71,70.98,83.91,78,25,20.83
277,Huntington,US,2020-08-25 04:48:00,38.42,-82.45,73.99,88,1,3.56
278,Chuy,UY,2020-08-25 04:48:00,-33.7,-53.46,57.31,88,56,11.74
279,Gizo,SB,2020-08-25 04:48:00,-8.1,156.84,84.25,70,6,4.32
280,Saint-Philippe,RE,2020-08-25 04:48:00,-21.36,55.77,75.2,60,40,4.7
281,Wasilla,US,2020-08-25 04:46:00,61.58,-149.44,57.2,93,90,3.51
282,Hirara,JP,2020-08-25 04:48:01,24.8,125.28,87.8,79,75,19.46
283,Burg,DE,2020-08-25 04:48:01,51.83,14.15,55.99,86,19,1.01
284,Sao Felix Do Xingu,BR,2020-08-25 04:48:01,-6.64,-51.99,73.51,81,88,1.72
285,Payakumbuh,ID,2020-08-25 04:48:01,-0.22,100.63,83.84,59,75,4.74
286,Chalus,IR,2020-08-25 04:48:01,36.66,51.42,66.2,100,90,2.24
287,Araouane,ML,2020-08-25 04:48:01,18.9,-3.53,84.63,57,97,17.27
288,Camacha,PT,2020-08-25 04:48:01,33.08,-16.33,71.6,73,40,8.05
289,Najran,SA,2020-08-25 04:48:02,17.49,44.13,86.0,22,40,5.03
290,Piracuruca,BR,2020-08-25 04:48:02,-3.93,-41.71,69.35,90,0,2.64
291,Ayan,RU,2020-08-25 04:48:02,56.45,138.17,55.51,85,100,10.71
292,Dongsheng,CN,2020-08-25 04:48:02,39.82,109.98,82.33,20,20,13.15
293,Daitari,IN,2020-08-25 04:48:02,21.1,85.75,83.16,77,98,8.14
294,Touros,BR,2020-08-25 04:47:37,-5.2,-35.46,69.8,94,2,4.7
295,Mount Pleasant,US,2020-08-25 04:43:46,32.79,-79.86,75.99,100,75,4.5
296,Lompoc,US,2020-08-25 04:47:13,34.64,-120.46,64.99,88,1,5.21
297,Redlands,US,2020-08-25 04:44:52,34.06,-117.18,84.2,42,5,11.41
298,Kutum,SD,2020-08-25 04:48:02,14.2,24.67,71.94,74,99,3.65
299,Isiro,CD,2020-08-25 04:48:02,2.77,27.62,67.32,93,77,0.89
300,Skhisma,GR,2020-08-25 04:48:02,35.27,25.72,79.0,73,20,4.7
301,Singkang,MY,2020-08-25 04:48:03,2.1,102.8,89.6,66,20,3.36
302,Moncton,CA,2020-08-25 04:45:26,46.12,-64.8,64.4,72,90,8.05
303,Saint-Joseph,RE,2020-08-25 04:48:03,-21.37,55.62,75.2,60,18,4.7
304,Meadow Lake,US,2020-08-25 04:48:03,34.8,-106.54,82.4,26,75,4.7
305,Riyadh,SA,2020-08-25 04:47:05,24.69,46.72,91.4,22,49,2.24
306,Palmer,US,2020-08-25 04:48:03,42.16,-72.33,73.0,94,1,2.42
307,Gunnedah,AU,2020-08-25 04:48:03,-30.98,150.25,55.4,50,40,9.17
308,Soyo,AO,2020-08-25 04:48:03,-6.13,12.37,72.81,90,83,3.85
309,Strakonice,CZ,2020-08-25 04:48:03,49.26,13.9,46.99,99,7,2.66
310,Omboue,GA,2020-08-25 04:48:03,-1.57,9.26,73.45,82,99,4.65
311,Fortuna,US,2020-08-25 04:44:59,40.6,-124.16,55.99,100,40,4.7
312,York,US,2020-08-25 04:46:11,40.13,-77.0,77.0,69,1,3.36
313,Carutapera,BR,2020-08-25 04:48:04,-1.2,-46.02,74.23,89,0,3.11
314,Sept-Iles,CA,2020-08-25 04:43:22,50.2,-66.38,57.0,71,75,3.36
315,Egvekinot,RU,2020-08-25 04:48:04,66.32,-179.17,51.31,77,81,4.92
316,Gweta,BW,2020-08-25 04:48:04,-20.18,25.23,59.65,46,0,4.92
317,Nargana,PA,2020-08-25 04:48:04,9.44,-78.59,80.06,78,100,3.49
318,Mumford,GH,2020-08-25 04:48:04,5.26,-0.76,72.14,92,96,9.17
319,Shingu,JP,2020-08-25 04:48:04,33.73,135.98,87.8,74,40,13.87
320,Lindi,TZ,2020-08-25 04:48:04,-10.0,39.72,72.27,80,60,4.76
321,Tupik,RU,2020-08-25 04:48:04,54.43,119.93,51.39,90,100,8.66
322,Ulladulla,AU,2020-08-25 04:48:04,-35.35,150.47,57.2,47,35,8.05
323,Guadalupe,MX,2020-08-25 04:46:50,25.68,-100.25,78.01,73,20,2.89
324,Fuyang,CN,2020-08-25 04:48:05,32.9,115.82,83.44,72,19,8.86
325,Ambulu,ID,2020-08-25 04:48:05,-8.35,113.61,87.67,52,0,11.45
326,San Jose,US,2020-08-25 04:47:00,37.34,-121.89,71.01,68,75,5.82
327,Fairbanks,US,2020-08-25 04:44:45,64.84,-147.72,62.6,67,90,3.36
328,Bathsheba,BB,2020-08-25 04:48:05,13.22,-59.52,82.4,74,40,12.75
329,Katsuura,JP,2020-08-25 04:48:05,35.13,140.3,88.0,66,20,8.05
330,College,US,2020-08-25 04:47:32,64.86,-147.8,62.6,72,75,4.7
331,Safaga,EG,2020-08-25 04:48:05,26.73,33.94,82.4,37,0,5.82
332,Bilma,NE,2020-08-25 04:48:05,18.69,12.92,88.41,44,46,2.53
333,Gusau,NG,2020-08-25 04:48:05,12.16,6.66,70.14,90,63,8.43
334,Saiha,IN,2020-08-25 04:48:05,22.48,92.97,82.26,71,94,4.05
335,Acari,PE,2020-08-25 04:48:05,-15.43,-74.62,61.57,66,82,3.0
336,Kautokeino,NO,2020-08-25 04:48:05,69.01,23.04,46.89,84,100,5.19
337,Fort Nelson,CA,2020-08-25 04:47:48,58.81,-122.7,53.6,100,75,3.36
338,Glenwood Springs,US,2020-08-25 04:48:06,39.55,-107.32,82.4,43,75,6.93
339,San Cristobal,VE,2020-08-25 04:48:06,7.77,-72.22,65.03,90,99,2.68
340,Aurillac,FR,2020-08-25 04:48:06,44.92,2.45,55.0,81,28,3.36
341,Lishu,CN,2020-08-25 04:48:06,43.3,124.33,80.71,68,73,4.74
342,Yavoriv,UA,2020-08-25 04:48:06,49.94,23.38,60.01,93,100,4.47
343,Barranca,PE,2020-08-25 04:48:06,-10.75,-77.77,58.86,88,30,8.66
344,Coahuayana,MX,2020-08-25 04:48:06,18.73,-103.68,79.02,85,94,0.87
345,Kharan,PK,2020-08-25 04:48:06,28.58,65.42,90.64,41,4,4.63
346,Sumbe,AO,2020-08-25 04:48:06,-11.21,13.84,68.5,89,55,1.81
347,Shenjiamen,CN,2020-08-25 04:48:06,29.96,122.3,85.08,75,97,23.0
348,Behshahr,IR,2020-08-25 04:45:06,36.69,53.55,64.4,93,90,4.7
349,Sola,VU,2020-08-25 04:48:06,-13.88,167.55,82.02,80,10,11.36
350,Lagoa,PT,2020-08-25 04:48:06,39.05,-27.98,73.65,91,42,19.15
351,Aklavik,CA,2020-08-25 04:48:06,68.22,-135.01,64.4,63,20,4.7
352,Pandan,PH,2020-08-25 04:48:07,14.05,124.17,89.33,61,40,0.69
353,Port Hedland,AU,2020-08-25 04:48:07,-20.32,118.57,84.2,66,0,10.29
354,Tshikapa,CD,2020-08-25 04:45:11,-6.42,20.8,72.88,80,35,1.21
355,Gamba,GA,2020-08-25 04:47:50,-2.65,10.0,73.47,83,89,5.41
356,Karratha,AU,2020-08-25 04:48:07,-20.74,116.85,90.63,21,0,10.63
357,Yaan,NG,2020-08-25 04:48:07,7.38,8.57,68.14,96,99,1.28
358,Butterworth,MY,2020-08-25 04:48:07,5.4,100.36,89.6,66,20,6.93
359,Juneau,US,2020-08-25 04:45:01,58.3,-134.42,55.99,93,90,8.05
360,Korla,CN,2020-08-25 04:47:02,41.76,86.15,94.05,16,0,7.25
361,Puerto Baquerizo Moreno,EC,2020-08-25 04:44:20,-0.9,-89.6,65.12,85,79,13.27
362,Bedford,GB,2020-08-25 04:48:07,52.13,-0.47,61.0,96,100,4.0
363,Mitsamiouli,KM,2020-08-25 04:48:07,-11.38,43.28,73.4,83,75,3.36
364,Tapes,BR,2020-08-25 04:48:07,-30.67,-51.4,58.3,84,94,12.88
365,Wagar,SD,2020-08-25 04:48:07,16.15,36.2,83.73,60,21,13.91
366,Havoysund,NO,2020-08-25 04:47:47,71.0,24.66,46.4,100,75,25.28
367,Robertsport,LR,2020-08-25 04:48:08,6.75,-11.37,76.87,83,100,13.62
368,Iracoubo,GF,2020-08-25 04:48:08,5.48,-53.2,78.22,87,2,7.76
369,Lufilufi,WS,2020-08-25 04:48:08,-13.87,-171.6,86.0,66,40,11.41
370,Newport,GB,2020-08-25 04:43:43,51.59,-3.0,60.01,97,100,4.0
371,Tura,IN,2020-08-25 04:48:08,25.52,90.22,83.89,83,59,5.5
372,Umm Kaddadah,SD,2020-08-25 04:48:08,13.6,26.69,78.8,67,94,8.28
373,Kristiinankaupunki,FI,2020-08-25 04:48:08,62.27,21.38,55.87,67,27,10.98
374,Swan Hill,AU,2020-08-25 04:48:08,-35.34,143.55,56.3,48,0,5.86
375,Myra,IT,2020-08-25 04:48:08,45.44,12.13,64.99,88,37,6.93
376,Hovd,MN,2020-08-25 04:46:54,48.01,91.64,71.29,33,37,5.26
377,Ossora,RU,2020-08-25 04:48:08,59.24,163.07,53.15,63,99,3.98
378,Mayo,US,2020-08-25 04:48:08,38.89,-76.51,78.8,83,1,4.7
379,Hofn,IS,2020-08-25 04:48:08,64.25,-15.21,49.12,83,48,2.24
380,Bethel,US,2020-08-25 04:48:08,41.37,-73.41,75.2,73,1,4.7
381,Lakshmipur,BD,2020-08-25 04:45:28,22.95,90.83,82.51,83,82,22.93
382,Carauari,BR,2020-08-25 04:48:09,-4.88,-66.9,71.44,65,2,1.88
383,Goderich,CA,2020-08-25 04:48:09,43.75,-81.72,75.99,83,50,7.63
384,Merauke,ID,2020-08-25 04:48:09,-8.47,140.33,81.45,64,58,20.49
385,The Valley,AI,2020-08-25 04:44:44,18.22,-63.06,82.4,83,40,8.05
386,Norsup,VU,2020-08-25 04:48:09,-16.07,167.38,84.2,79,75,5.82
387,Beaverlodge,CA,2020-08-25 04:48:09,55.22,-119.44,53.6,71,20,11.41
388,Kralendijk,BQ,2020-08-25 04:48:09,12.15,-68.27,82.4,78,99,11.41
389,Kargasok,RU,2020-08-25 04:48:09,59.06,80.86,59.9,74,15,2.8
390,Darhan,MN,2020-08-25 04:48:09,49.49,105.92,66.4,61,85,5.79
391,Mnogovershinnyy,RU,2020-08-25 04:48:09,53.94,139.92,56.16,97,100,5.61
392,Pangnirtung,CA,2020-08-25 04:47:25,66.15,-65.71,44.92,84,100,1.83
393,Margate,GB,2020-08-25 04:48:09,51.38,1.39,63.0,94,100,4.0
394,Makat,KZ,2020-08-25 04:48:09,47.65,53.35,75.96,31,0,7.54
395,Birjand,IR,2020-08-25 04:48:10,32.87,59.22,73.4,53,20,6.93
396,Avera,US,2020-08-25 04:48:10,33.19,-82.53,75.2,95,40,6.93
397,Eidfjord,NO,2020-08-25 04:48:10,60.47,7.07,39.0,79,100,4.76
398,Safford,US,2020-08-25 04:48:10,32.83,-109.71,96.8,19,1,25.28
399,Griffith,US,2020-08-25 04:48:10,41.53,-87.42,78.01,88,1,3.36
400,Keetmanshoop,NA,2020-08-25 04:48:10,-26.58,18.13,51.8,18,0,2.24
401,Altamira,BR,2020-08-25 04:48:10,-3.2,-52.21,71.04,96,77,1.92
402,Barra Patuca,HN,2020-08-25 04:48:10,15.8,-84.28,79.66,88,100,7.78
403,Jalu,LY,2020-08-25 04:48:10,29.03,21.55,75.16,57,0,6.15
404,Chokwe,MZ,2020-08-25 04:48:10,-24.53,32.98,65.57,61,0,4.5
405,Auki,SB,2020-08-25 04:47:07,-8.77,160.7,85.26,66,62,2.82
406,Dudinka,RU,2020-08-25 04:48:10,69.41,86.18,64.4,72,40,11.18
407,Mtwara,TZ,2020-08-25 04:48:11,-10.27,40.18,72.07,84,56,6.49
408,Portland,US,2020-08-25 04:43:15,45.52,-122.68,69.01,69,12,6.38
409,Kodinsk,RU,2020-08-25 04:48:11,58.69,99.18,62.35,83,100,1.3
410,Maniitsoq,GL,2020-08-25 04:48:11,65.42,-52.9,44.24,80,63,3.47
411,Kangaatsiaq,GL,2020-08-25 04:48:11,68.31,-53.46,43.95,90,100,3.58
412,Capreol,CA,2020-08-25 04:48:11,46.71,-80.92,66.2,88,75,6.93
413,Abnub,EG,2020-08-25 04:48:11,27.27,31.15,77.0,47,0,9.17
414,Berlevag,NO,2020-08-25 04:48:11,70.86,29.09,50.0,81,75,13.87
415,Srednekolymsk,RU,2020-08-25 04:48:11,67.45,153.68,42.19,75,100,9.55
416,Kupang,ID,2020-08-25 04:48:11,-10.17,123.58,93.2,24,20,26.4
417,Kamenka,RU,2020-08-25 04:48:11,51.32,42.77,66.99,50,0,6.85
418,Pontes E Lacerda,BR,2020-08-25 04:48:11,-15.23,-59.34,70.9,47,0,0.74
419,Panguipulli,CL,2020-08-25 04:48:11,-39.63,-72.33,51.8,81,20,9.17
420,Clarence Town,AU,2020-08-25 04:48:11,-32.58,151.78,60.01,44,20,10.29
421,Coos Bay,US,2020-08-25 04:46:31,43.37,-124.22,57.2,93,1,18.34
422,Kachug,RU,2020-08-25 04:48:11,53.96,105.88,69.85,55,9,1.92
423,Shelburne,CA,2020-08-25 04:47:21,44.08,-80.2,71.6,83,75,4.7
424,Cayenne,GF,2020-08-25 04:47:37,4.93,-52.33,75.2,100,75,6.11
425,Tiznit,MA,2020-08-25 04:48:12,29.58,-9.5,89.62,17,5,10.07
426,Tabas,IR,2020-08-25 04:48:12,33.6,56.92,87.8,29,27,13.87
427,Rio Tercero,AR,2020-08-25 04:48:12,-32.17,-64.11,61.0,62,18,5.82
428,Bukama,CD,2020-08-25 04:45:12,-9.2,25.85,67.01,55,25,2.8
429,Warwick,US,2020-08-25 04:43:39,41.7,-71.42,73.99,100,1,5.26
430,Lasem,ID,2020-08-25 04:48:12,-6.69,111.45,89.64,45,1,13.47
431,Comodoro Rivadavia,AR,2020-08-25 04:45:01,-45.87,-67.5,39.2,86,90,6.93
432,Kahului,US,2020-08-25 04:48:12,20.89,-156.47,84.2,54,40,18.34
433,Constitucion,CL,2020-08-25 04:48:12,-35.33,-72.42,51.67,87,75,20.51
434,Colares,PT,2020-08-25 04:48:12,38.8,-9.45,68.0,83,62,14.47
435,Byron Bay,AU,2020-08-25 04:44:12,-28.65,153.62,69.8,55,23,9.17
436,Vestmanna,FO,2020-08-25 04:48:12,62.16,-7.17,41.0,100,31,1.12
437,Khovu-Aksy,RU,2020-08-25 04:48:14,51.13,93.6,60.12,49,97,3.8
438,Luanda,AO,2020-08-25 04:47:16,-8.84,13.23,71.6,83,75,2.24
439,Zyryanskoye,RU,2020-08-25 04:48:14,56.83,86.63,66.13,62,1,4.18
440,Beira,MZ,2020-08-25 04:46:08,-19.84,34.84,66.2,93,75,2.24
441,Sioux Lookout,CA,2020-08-25 04:48:14,50.1,-91.92,66.2,77,75,3.36
442,San Andres,CO,2020-08-25 04:48:14,12.58,-81.7,82.4,83,75,4.7
443,Penzance,GB,2020-08-25 04:48:14,50.12,-5.54,61.0,100,100,29.97
444,Oranjemund,NA,2020-08-25 04:48:14,-28.55,16.43,49.08,92,0,0.65
445,Harper,LR,2020-08-25 04:48:14,4.38,-7.72,74.8,82,91,8.37
446,Gerash,IR,2020-08-25 04:48:14,27.67,54.14,80.6,74,90,4.7
447,Santa Cruz Do Capibaribe,BR,2020-08-25 04:48:14,-7.96,-36.2,60.44,93,0,3.8
448,Mayya,RU,2020-08-25 04:48:14,61.73,130.28,59.0,33,10,6.71
449,Shache,CN,2020-08-25 04:48:14,38.42,77.24,96.8,9,0,6.71
450,Zhireken,RU,2020-08-25 04:48:14,52.82,117.31,57.51,74,99,4.45
451,Baykit,RU,2020-08-25 04:48:14,61.67,96.37,66.45,46,62,8.32
452,Tessalit,ML,2020-08-25 04:48:15,20.2,1.01,81.01,58,11,9.4
453,Komsomolskiy,UZ,2020-08-25 04:47:44,40.43,71.72,80.6,30,3,6.93
454,Pokosnoye,RU,2020-08-25 04:48:15,55.53,101.05,61.32,75,77,4.27
455,Rio Brilhante,BR,2020-08-25 04:48:15,-21.8,-54.55,63.73,83,0,6.53
456,Dawei,MM,2020-08-25 04:48:15,14.08,98.2,87.24,63,88,4.74
457,Nouakchott,MR,2020-08-25 04:48:15,18.09,-15.98,78.78,89,30,13.27
458,Boguchany,RU,2020-08-25 04:48:15,58.38,97.45,66.7,66,100,2.8
459,Nayoro,JP,2020-08-25 04:48:15,44.35,142.46,81.72,63,99,8.3
460,Ilhabela,BR,2020-08-25 04:48:15,-23.78,-45.36,63.41,80,43,4.0
461,Mosquera,CO,2020-08-25 04:48:15,4.71,-74.23,53.6,87,75,4.43
462,Ojinaga,MX,2020-08-25 04:48:15,29.57,-104.42,86.0,27,1,14.99
463,Dubbo,AU,2020-08-25 04:48:15,-32.25,148.62,53.6,50,90,14.99
464,Bonavista,CA,2020-08-25 04:47:23,48.65,-53.11,55.0,84,48,4.0
465,Northam,GB,2020-08-25 04:48:15,51.03,-4.22,62.01,96,100,15.01
466,Guane,CU,2020-08-25 04:48:16,22.2,-84.09,78.84,90,100,22.06
467,Kenai,US,2020-08-25 04:48:16,60.55,-151.26,60.8,72,75,10.29
468,Yerbogachen,RU,2020-08-25 04:48:16,61.28,108.01,64.87,40,2,10.42
469,Mariental,NA,2020-08-25 04:48:16,-24.63,17.97,53.51,33,0,5.64
470,Balaguer,ES,2020-08-25 04:48:16,41.79,0.81,66.2,72,26,6.93
471,Tiksi,RU,2020-08-25 04:48:16,71.69,128.87,41.27,71,13,14.09
472,Brae,GB,2020-08-25 04:48:16,60.4,-1.35,46.4,93,41,3.74
473,Snezhnogorsk,RU,2020-08-25 04:48:16,69.19,33.25,48.2,100,40,2.24
474,Rafsanjan,IR,2020-08-25 04:48:16,30.41,55.99,73.71,36,0,12.68
475,Atbasar,KZ,2020-08-25 04:48:16,51.8,68.33,63.37,51,0,10.78
476,Prince George,CA,2020-08-25 04:45:10,53.92,-122.75,54.0,93,90,6.93
477,Plettenberg Bay,ZA,2020-08-25 04:48:16,-34.05,23.37,56.61,79,100,5.3
478,Shumskiy,RU,2020-08-25 04:48:16,54.83,99.13,70.43,48,15,2.46
479,Morgan City,US,2020-08-25 04:48:16,29.7,-91.21,80.6,78,1,12.75
480,Buchanan,LR,2020-08-25 04:48:16,5.88,-10.05,75.81,81,100,9.82
481,Gayny,RU,2020-08-25 04:48:17,60.31,54.32,58.05,98,100,6.33
482,Veracruz,MX,2020-08-25 04:48:17,19.33,-96.67,78.01,94,90,2.48
483,Kaeo,NZ,2020-08-25 04:48:17,-35.1,173.78,59.0,3,7,10.0
484,Flin Flon,CA,2020-08-25 04:48:17,54.77,-101.86,51.67,83,100,8.63
485,Aldama,MX,2020-08-25 04:48:17,22.92,-98.07,80.01,88,15,3.4
486,Bay City,US,2020-08-25 04:48:17,43.59,-83.89,77.0,73,1,5.82
487,Kruisfontein,ZA,2020-08-25 04:48:17,-34.0,24.73,55.0,91,100,1.01
488,Pacific Grove,US,2020-08-25 04:48:17,36.62,-121.92,61.0,97,2,2.75
489,Conceicao Da Barra,BR,2020-08-25 04:48:17,-18.59,-39.73,63.84,83,2,9.4
490,Arraias,BR,2020-08-25 04:48:17,-12.93,-46.94,68.54,63,13,3.74
491,Casablanca,MA,2020-08-25 04:48:17,33.59,-7.62,71.6,94,40,6.93
492,Moranbah,AU,2020-08-25 04:48:17,-22.0,148.05,75.7,21,9,12.5
493,Maarianhamina,AX,2020-08-25 04:48:17,60.1,19.93,53.6,93,25,3.36
494,East Hanover,US,2020-08-25 04:48:18,40.82,-74.36,79.0,88,1,5.82
495,Kununurra,AU,2020-08-25 04:48:18,-15.77,128.73,95.0,10,0,14.99
496,Oxford,GB,2020-08-25 04:48:18,51.75,-1.26,60.8,93,100,14.99
497,Nebbi,UG,2020-08-25 04:48:18,2.48,31.09,68.52,79,72,2.95
498,Klaksvik,FO,2020-08-25 04:48:18,62.23,-6.59,41.0,100,76,1.12
499,Karoi,ZW,2020-08-25 04:48:18,-16.81,29.69,57.13,58,0,3.83
500,Vanavara,RU,2020-08-25 04:48:18,60.34,102.28,67.42,41,100,7.83
501,Ilek,RU,2020-08-25 04:48:18,51.53,53.38,71.15,54,26,5.26
502,San Patricio,MX,2020-08-25 04:48:19,19.22,-104.7,79.57,86,30,2.48
503,Vardo,NO,2020-08-25 04:48:19,70.37,31.11,48.2,81,75,4.7
504,Naze,JP,2020-08-25 04:47:53,28.37,129.48,91.4,79,75,21.92
505,Sisophon,KH,2020-08-25 04:48:19,13.59,102.97,91.96,54,28,8.57
506,Leh,IN,2020-08-25 04:48:19,34.17,77.58,70.79,25,10,4.72
507,Gushikawa,JP,2020-08-25 04:48:19,26.35,127.87,87.8,79,40,18.34
508,Geraldton,AU,2020-08-25 04:47:05,-28.77,114.6,69.8,56,0,10.29
509,Blagoyevo,RU,2020-08-25 04:48:19,63.37,47.92,60.98,78,13,5.3
510,Guamuchil,MX,2020-08-25 04:48:19,25.47,-108.1,87.01,76,60,1.99
511,Contamana,PE,2020-08-25 04:48:19,-7.33,-75.02,69.58,78,0,1.32
512,Indramayu,ID,2020-08-25 04:48:19,-6.33,108.32,87.21,50,0,14.14
513,Lanxi,CN,2020-08-25 04:48:19,29.22,119.48,95.52,51,1,4.65
514,Sorland,NO,2020-08-25 04:48:20,67.67,12.69,44.6,93,75,4.7
515,Trento,IT,2020-08-25 04:48:20,46.07,11.12,55.0,92,43,1.01
516,Madinat Sittah Uktubar,EG,2020-08-25 04:48:20,29.82,31.05,80.6,65,20,2.24
517,San Carlos De Bariloche,AR,2020-08-25 04:47:28,-41.15,-71.31,39.2,86,90,6.93
518,Barguzin,RU,2020-08-25 04:48:20,53.62,109.62,60.96,76,100,3.58
519,Roald,NO,2020-08-25 04:48:20,62.58,6.13,51.8,76,75,16.11
520,Massakory,TD,2020-08-25 04:48:20,13.0,15.73,76.21,84,100,8.43
521,Talcahuano,CL,2020-08-25 04:48:20,-36.72,-73.12,53.6,81,99,17.22
522,Buritis,BR,2020-08-25 04:48:20,-15.62,-46.42,63.12,66,0,4.56
523,Biak,ID,2020-08-25 04:48:20,-0.91,122.88,81.39,71,26,10.47
524,Verkhnevilyuysk,RU,2020-08-25 04:48:20,63.45,120.32,62.49,33,0,3.69
525,Masallatah,LY,2020-08-25 04:48:20,32.62,14.0,71.87,80,0,10.25
526,Atasu,KZ,2020-08-25 04:48:20,48.68,71.64,65.19,53,56,15.12
527,Diffa,NE,2020-08-25 04:48:21,13.32,12.61,75.07,81,79,11.14
528,Bubaque,GW,2020-08-25 04:48:21,11.28,-15.83,80.22,82,87,14.05
529,Chilca,PE,2020-08-25 04:48:21,-12.52,-76.74,60.8,87,90,12.75
530,Kidal,ML,2020-08-25 04:48:21,18.44,1.41,78.64,67,33,3.94
531,Nampula,MZ,2020-08-25 04:48:21,-15.12,39.27,64.4,100,20,5.82
532,Gibara,CU,2020-08-25 04:48:21,21.11,-76.13,78.8,83,20,6.93
533,Vanimo,PG,2020-08-25 04:48:21,-2.67,141.3,85.21,63,83,7.78
534,Matay,EG,2020-08-25 04:48:21,28.42,30.78,79.9,41,0,7.7
535,Victoria Point,AU,2020-08-25 04:48:21,-27.58,153.3,72.0,42,0,3.0
536,Nouadhibou,MR,2020-08-25 04:48:21,20.93,-17.03,75.2,88,0,8.05
537,Lidice,PA,2020-08-25 04:48:21,8.75,-79.9,81.0,99,100,4.5
538,Cheney,US,2020-08-25 04:48:21,47.49,-117.58,75.2,25,75,8.05
539,Wanning,CN,2020-08-25 04:48:22,18.8,110.4,90.1,66,33,13.91
540,Lata,PT,2020-08-25 04:48:22,40.16,-8.33,64.99,100,75,5.82
541,Chuzhou,CN,2020-08-25 04:48:22,32.32,118.3,86.85,66,86,9.33
542,Maungaturoto,NZ,2020-08-25 04:48:22,-36.1,174.37,55.99,88,20,8.99
543,Terrace,CA,2020-08-25 04:46:22,54.52,-128.6,57.2,76,75,13.87
544,Saint-Leu,RE,2020-08-25 04:48:22,-21.15,55.28,75.2,60,0,4.7
545,Matara,LK,2020-08-25 04:48:04,5.95,80.54,86.05,66,23,8.88
546,Hambantota,LK,2020-08-25 04:48:22,6.12,81.12,87.8,66,20,8.05
547,Teya,RU,2020-08-25 04:48:22,60.38,92.63,56.21,90,100,2.46
548,Makakilo City,US,2020-08-25 04:48:22,21.35,-158.09,84.2,54,1,6.93
549,Bure,ET,2020-08-25 04:48:22,10.7,37.07,58.33,95,97,1.59
550,Azanka,RU,2020-08-25 04:48:22,58.04,64.79,53.28,89,100,4.07
551,Olsztyn,PL,2020-08-25 04:48:23,53.78,20.49,50.0,100,92,3.36
552,Tomatlan,MX,2020-08-25 04:48:23,19.93,-105.25,77.81,89,49,2.51
553,Rozkishne,UA,2020-08-25 04:48:23,48.5,37.59,70.99,37,0,3.56
